Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Mouse	Lysine degradation	1/59	3.609620e-01	6.928666e-01	0	0	2.274828e+00	2.318010e+00	EZH2
KEGG_2019_Mouse	Influenza A	2/168	3.626961e-01	6.928666e-01	0	0	1.591574e+00	1.614159e+00	FURIN;ACTB
KEGG_2019_Mouse	Cell adhesion molecules (CAMs)	2/170	3.681204e-01	6.928666e-01	0	0	1.572467e+00	1.571438e+00	CDH5;ESAM
KEGG_2019_Mouse	Hepatocellular carcinoma	2/171	3.708259e-01	6.928666e-01	0	0	1.563083e+00	1.550614e+00	IGF2;ACTB
KEGG_2019_Mouse	cGMP-PKG signaling pathway	2/172	3.735269e-01	6.928666e-01	0	0	1.553810e+00	1.530138e+00	CALM2;MYH7
KEGG_2019_Mouse	Pathways in cancer	5/535	3.789309e-01	6.928666e-01	0	0	1.248320e+00	1.211372e+00	CCND3;IGF2;SLC2A1;VEGFB;CALM2
KEGG_2019_Mouse	MAPK signaling pathway	3/294	3.832042e-01	6.928666e-01	0	0	1.362357e+00	1.306756e+00	KDR;IGF2;VEGFB
KEGG_2019_Mouse	Central carbon metabolism in cancer	1/64	3.847957e-01	6.928666e-01	0	0	2.093757e+00	1.999627e+00	SLC2A1
KEGG_2019_Mouse	Glutathione metabolism	1/64	3.847957e-01	6.928666e-01	0	0	2.093757e+00	1.999627e+00	RRM1
KEGG_2019_Mouse	Phagosome	2/180	3.949616e-01	6.928666e-01	0	0	1.483372e+00	1.378004e+00	TUBB5;ACTB
KEGG_2019_Mouse	Long-term potentiation	1/67	3.986698e-01	6.928666e-01	0	0	1.998283e+00	1.837664e+00	CALM2
KEGG_2019_Mouse	Amphetamine addiction	1/68	4.032251e-01	6.928666e-01	0	0	1.968358e+00	1.787781e+00	CALM2
KEGG_2019_Mouse	Renal cell carcinoma	1/68	4.032251e-01	6.928666e-01	0	0	1.968358e+00	1.787781e+00	SLC2A1
KEGG_2019_Mouse	Adipocytokine signaling pathway	1/71	4.166863e-01	6.928666e-01	0	0	1.883714e+00	1.649044e+00	SLC2A1
KEGG_2019_Mouse	p53 signaling pathway	1/71	4.166863e-01	6.928666e-01	0	0	1.883714e+00	1.649044e+00	CCND3
KEGG_2019_Mouse	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	4.211060e-01	6.928666e-01	0	0	1.857089e+00	1.606142e+00	ACTB
KEGG_2019_Mouse	Bile secretion	1/72	4.211060e-01	6.928666e-01	0	0	1.857089e+00	1.606142e+00	SLC2A1
KEGG_2019_Mouse	Bacterial invasion of epithelial cells	1/74	4.298459e-01	6.928666e-01	0	0	1.806027e+00	1.524880e+00	ACTB
KEGG_2019_Mouse	Glioma	1/75	4.341665e-01	6.928666e-01	0	0	1.781532e+00	1.486380e+00	CALM2
KEGG_2019_Mouse	Pertussis	1/76	4.384546e-01	6.928666e-01	0	0	1.757689e+00	1.449213e+00	CALM2
KEGG_2019_Mouse	Renin secretion	1/76	4.384546e-01	6.928666e-01	0	0	1.757689e+00	1.449213e+00	CALM2
KEGG_2019_Mouse	Salivary secretion	1/78	4.469343e-01	6.976535e-01	0	0	1.711861e+00	1.378637e+00	CALM2
KEGG_2019_Mouse	Peroxisome	1/84	4.716174e-01	7.166105e-01	0	0	1.587631e+00	1.193243e+00	PRDX1
KEGG_2019_Mouse	Gap junction	1/86	4.795995e-01	7.166105e-01	0	0	1.550118e+00	1.139033e+00	TUBB5
KEGG_2019_Mouse	Insulin secretion	1/86	4.795995e-01	7.166105e-01	0	0	1.550118e+00	1.139033e+00	SLC2A1
KEGG_2019_Mouse	Kaposi sarcoma-associated herpesvirus infection	2/216	4.868078e-01	7.166105e-01	0	0	1.231575e+00	8.865934e-01	UBB;CALM2
KEGG_2019_Mouse	GnRH signaling pathway	1/90	4.952059e-01	7.166105e-01	0	0	1.480150e+00	1.040222e+00	CALM2
KEGG_2019_Mouse	Progesterone-mediated oocyte maturation	1/90	4.952059e-01	7.166105e-01	0	0	1.480150e+00	1.040222e+00	CDC25A
KEGG_2019_Mouse	Viral carcinogenesis	2/229	5.178181e-01	7.166105e-01	0	0	1.160276e+00	7.636136e-01	YWHAE;CCND3
KEGG_2019_Mouse	Prostate cancer	1/97	5.214066e-01	7.166105e-01	0	0	1.371736e+00	8.933090e-01	ETV5
KEGG_2019_Mouse	Phosphatidylinositol signaling system	1/98	5.250376e-01	7.166105e-01	0	0	1.357526e+00	8.746341e-01	CALM2
KEGG_2019_Mouse	Circadian entrainment	1/99	5.286412e-01	7.166105e-01	0	0	1.343605e+00	8.564751e-01	CALM2
KEGG_2019_Mouse	Melanogenesis	1/100	5.322176e-01	7.166105e-01	0	0	1.329966e+00	8.388134e-01	CALM2
KEGG_2019_Mouse	AGE-RAGE signaling pathway in diabetic complications	1/101	5.357671e-01	7.166105e-01	0	0	1.316600e+00	8.216317e-01	VEGFB
KEGG_2019_Mouse	Aldosterone synthesis and secretion	1/102	5.392899e-01	7.166105e-01	0	0	1.303498e+00	8.049129e-01	CALM2
KEGG_2019_Mouse	NF-kappa B signaling pathway	1/102	5.392899e-01	7.166105e-01	0	0	1.303498e+00	8.049129e-01	CSNK2A1
KEGG_2019_Mouse	HIF-1 signaling pathway	1/104	5.462559e-01	7.166105e-01	0	0	1.278058e+00	7.728006e-01	SLC2A1
KEGG_2019_Mouse	Amoebiasis	1/106	5.531173e-01	7.166105e-01	0	0	1.253587e+00	7.423559e-01	ARG1
KEGG_2019_Mouse	Human T-cell leukemia virus 1 infection	2/245	5.542534e-01	7.166105e-01	0	0	1.082995e+00	6.391114e-01	CCND3;SLC2A1
KEGG_2019_Mouse	Insulin resistance	1/110	5.665323e-01	7.251613e-01	0	0	1.207339e+00	6.860359e-01	SLC2A1
KEGG_2019_Mouse	C-type lectin receptor signaling pathway	1/112	5.730890e-01	7.262910e-01	0	0	1.185465e+00	6.599655e-01	CALM2
KEGG_2019_Mouse	Drug metabolism	1/114	5.795472e-01	7.272749e-01	0	0	1.164366e+00	6.351710e-01	RRM1
KEGG_2019_Mouse	Endocytosis	2/269	6.051998e-01	7.385819e-01	0	0	9.844406e-01	4.943827e-01	UBB;NEDD4
KEGG_2019_Mouse	Lysosome	1/124	6.104109e-01	7.385819e-01	0	0	1.069160e+00	5.277618e-01	MAN2B1
KEGG_2019_Mouse	Platelet activation	1/125	6.133707e-01	7.385819e-01	0	0	1.060484e+00	5.183495e-01	ACTB
KEGG_2019_Mouse	Inflammatory mediator regulation of TRP channels	1/127	6.192233e-01	7.385819e-01	0	0	1.043545e+00	5.001600e-01	CALM2
KEGG_2019_Mouse	Relaxin signaling pathway	1/131	6.306658e-01	7.385819e-01	0	0	1.011231e+00	4.661563e-01	VEGFB
KEGG_2019_Mouse	Dopaminergic synapse	1/135	6.417667e-01	7.385819e-01	0	0	9.808458e-01	4.350350e-01	CALM2
KEGG_2019_Mouse	Purine metabolism	1/136	6.444897e-01	7.385819e-01	0	0	9.735309e-01	4.276686e-01	RRM1
KEGG_2019_Mouse	Apelin signaling pathway	1/138	6.498743e-01	7.385819e-01	0	0	9.592214e-01	4.134018e-01	CALM2
KEGG_2019_Mouse	Ubiquitin mediated proteolysis	1/138	6.498743e-01	7.385819e-01	0	0	9.592214e-01	4.134018e-01	NEDD4
KEGG_2019_Mouse	Insulin signaling pathway	1/139	6.525361e-01	7.385819e-01	0	0	9.522222e-01	4.064931e-01	CALM2
KEGG_2019_Mouse	Vascular smooth muscle contraction	1/140	6.551778e-01	7.385819e-01	0	0	9.453237e-01	3.997289e-01	CALM2
KEGG_2019_Mouse	Apoptosis	1/141	6.577995e-01	7.385819e-01	0	0	9.385238e-01	3.931055e-01	ACTB
KEGG_2019_Mouse	mTOR signaling pathway	1/154	6.901332e-01	7.681483e-01	0	0	8.582135e-01	3.182862e-01	GRB10
KEGG_2019_Mouse	Hepatitis C	1/160	7.040144e-01	7.768435e-01	0	0	8.255765e-01	2.897414e-01	YWHAE
KEGG_2019_Mouse	JAK-STAT signaling pathway	1/164	7.129235e-01	7.799505e-01	0	0	8.051534e-01	2.724487e-01	CCND3
KEGG_2019_Mouse	RNA transport	1/167	7.194301e-01	7.803987e-01	0	0	7.904819e-01	2.603025e-01	EEF1A1
KEGG_2019_Mouse	Necroptosis	1/176	7.380837e-01	7.915292e-01	0	0	7.494857e-01	2.276174e-01	FTH1
KEGG_2019_Mouse	Tuberculosis	1/178	7.420586e-01	7.915292e-01	0	0	7.409416e-01	2.210429e-01	CALM2
KEGG_2019_Mouse	Transcriptional misregulation in cancer	1/183	7.517357e-01	7.952245e-01	0	0	7.204029e-01	2.055817e-01	ETV5
KEGG_2019_Mouse	Calcium signaling pathway	1/189	7.628732e-01	8.003915e-01	0	0	6.971986e-01	1.887062e-01	CALM2
KEGG_2019_Mouse	Alcoholism	1/199	7.803433e-01	8.120646e-01	0	0	6.616498e-01	1.641033e-01	CALM2
KEGG_2019_Mouse	cAMP signaling pathway	1/211	7.996272e-01	8.254216e-01	0	0	6.234603e-01	1.394118e-01	CALM2
KEGG_2019_Mouse	Human immunodeficiency virus 1 infection	1/238	8.370845e-01	8.571746e-01	0	0	5.516737e-01	9.810426e-02	CALM2
KEGG_2019_Mouse	Human cytomegalovirus infection	1/255	8.570085e-01	8.706118e-01	0	0	5.143045e-01	7.936102e-02	CALM2
KEGG_2019_Mouse	Human papillomavirus infection	1/360	9.362742e-01	9.436465e-01	0	0	3.619313e-01	2.383205e-02	CCND3
KEGG_2019_Mouse	Olfactory transduction	1/1133	9.998521e-01	9.998521e-01	0	0	1.102297e-01	1.630264e-05	CALM2
