Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Mouse	Endochondral Ossification WP1270	1/61	3.706036e-01	5.038270e-01	0	0	2.198778e+00	2.182556e+00	IGF2
WikiPathways_2024_Mouse	Purine Metabolism WP2185	2/172	3.735269e-01	5.038270e-01	0	0	1.553810e+00	1.530138e+00	RRM1;POLR2G
WikiPathways_2024_Mouse	P53 Signaling WP2902	1/67	3.986698e-01	5.084143e-01	0	0	1.998283e+00	1.837664e+00	CCND3
WikiPathways_2024_Mouse	Kit Receptor Signaling Pathway WP407	1/67	3.986698e-01	5.084143e-01	0	0	1.998283e+00	1.837664e+00	GRB10
WikiPathways_2024_Mouse	IL 5 Signaling Pathway WP151	1/68	4.032251e-01	5.084143e-01	0	0	1.968358e+00	1.787781e+00	CCND3
WikiPathways_2024_Mouse	Alzheimer 39 S Disease WP2075	1/74	4.298459e-01	5.246179e-01	0	0	1.806027e+00	1.524880e+00	CALM2
WikiPathways_2024_Mouse	Estrogen Signaling WP1244	1/75	4.341665e-01	5.246179e-01	0	0	1.781532e+00	1.486380e+00	POLR2G
WikiPathways_2024_Mouse	Apoptosis WP1254	1/78	4.469343e-01	5.290242e-01	0	0	1.711861e+00	1.378637e+00	IGF2
WikiPathways_2024_Mouse	Delta Notch Signaling Pathway WP265	1/82	4.635138e-01	5.376760e-01	0	0	1.626996e+00	1.251028e+00	FURIN
WikiPathways_2024_Mouse	Wnt Signaling Pathway And Pluripotency WP723	1/97	5.214066e-01	5.785130e-01	0	0	1.371736e+00	8.933090e-01	CCND3
WikiPathways_2024_Mouse	Neural Crest Differentiation WP2074	1/99	5.286412e-01	5.785130e-01	0	0	1.343605e+00	8.564751e-01	PMP22
WikiPathways_2024_Mouse	IL 3 Signaling Pathway WP373	1/99	5.286412e-01	5.785130e-01	0	0	1.343605e+00	8.564751e-01	SLC2A1
WikiPathways_2024_Mouse	Comprehensive IL 17A Signaling WP5242	1/103	5.427861e-01	5.829924e-01	0	0	1.290654e+00	7.886410e-01	SERBP1
WikiPathways_2024_Mouse	Wnt Signaling Pathway WP539	1/108	5.598755e-01	5.904142e-01	0	0	1.230031e+00	7.134682e-01	CSNK2A1
WikiPathways_2024_Mouse	ESC Pluripotency Pathways WP339	1/117	5.890530e-01	6.100906e-01	0	0	1.134080e+00	6.001998e-01	ACTR2
WikiPathways_2024_Mouse	Adipogenesis Genes WP447	1/134	6.390229e-01	6.502339e-01	0	0	9.882707e-01	4.425624e-01	DLK1
WikiPathways_2024_Mouse	Calcium Regulation In Cardiac Cells WP553	1/144	6.655465e-01	6.655465e-01	0	0	9.186946e-01	3.740435e-01	YWHAE
