Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	COP Committed Oligodendrocyte Precursor Cell-Enriched Genes PMID30078729	98/3128	5.441049e-21	9.398176e-19	0	0	3.783706e+00	1.765489e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;SNRPD2;TRIM28;RPS18;TMEM88;FTH1;MAGOH;SLC39A6;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;NHP2;SRSF2;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;ANAPC11;HSP90B1;PRDX2;LDHA;HSPH1;BLOC1S1;SERF1;TNRC18;ZC3H13;SNX6;XBP1;HSPA5;INSR;IGF2;SNHG6;1110004F10RIK;DHCR24;CWC15;PA2G4;RPS26;SMU1;LSM6;NASP;CDK4;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;TTC28;YWHAQ;SNRNP70;RPLP2;COX8A;CCT3;EIF5A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;TMEM33;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;PTN;HECTD1;UBN2;RPS2;RPL18;POLR2J;CCT5;MDH1;RPL34-PS1;COX6C;PSMC5;SBK1;SMOC1;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	OPC1b Oligodendrocyte Precursor Cell-Enriched Genes PMID30078729	99/3191	6.217764e-21	9.844793e-19	0	0	3.758069e+00	1.748512e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;GJA1;SNRPD2;TRIM28;RPS18;FTH1;MAGOH;SLC39A6;SRRM2;TMOD3;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;COL4A1;NHP2;SRSF2;SRSF4;MALAT1;SRSF9;ANKRD11;ATP5K;UQCRH;ANAPC11;HSP90B1;PRDX2;LDHA;HSPH1;MIER3;TNRC18;ZC3H13;SNX6;HSPA5;INSR;IGF2;SNHG6;1110004F10RIK;CWC15;PA2G4;COL1A1;RPS26;LSM6;NASP;CDK4;GOLGB1;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;YWHAQ;SNRNP70;GLIPR2;RPLP2;COX8A;CCT3;EIF5A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;PLSCR3;TMEM33;DAD1;BIRC6;ALDOA;SF3B2;LUZP1;CRIP2;PTN;GGA1;UBN2;RPL18;POLR2J;CCT5;MDH1;RPL34-PS1;COX6C;NAGK;GSTA4;DLC1;SMOC1;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	NP3 Neural Progenitor Cell-Enriched Genes PMID30078729	99/3212	1.008996e-20	1.474686e-18	0	0	3.728015e+00	1.716480e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;GJA1;SNRPD2;TRIM28;RPS18;FTH1;MAGOH;SLC39A6;CPNE3;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;SRSF2;SRSF4;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;ANAPC11;HSP90B1;PRDX2;LDHA;BLOC1S1;SERF1;TNRC18;ZC3H13;SNX6;XBP1;ZFHX3;HSPA5;INSR;IGF2;1110004F10RIK;CWC15;PA2G4;COL1A1;RPS26;NASP;CDK4;GOLGB1;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;TTC28;YWHAQ;SNRNP70;MDK;RPLP2;COX8A;CCT3;EIF5A;CCT2;PARP1;RHOA;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;CRMP1;CRIP2;PTN;GGA1;HECTD1;UBN2;RPS2;A930013F10RIK;RPL18;MEST;CCT5;MDH1;RPL34-PS1;COX6C;PSMC5;SBK1;HNRNPA2B1;CTNNB1;VIM
HDSigDB_Mouse_2021	The Global Proteome Data Of The Insoluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	70/1901	5.036024e-18	6.834604e-16	0	0	4.008163e+00	1.596448e+02	RPL4;YWHAE;HSP90AB1;RPL32;RPLP1;RPLP0;HNRNPU;DBI;RPL8;RPS15;RPS14;GJA1;SNRPD2;YWHAQ;TRIM28;RPS18;SNRNP70;GLIPR2;FTH1;RNPEP;RPLP2;SRRM2;CCT3;EIF5A;CCT2;RPL23;RPL22;MIF;RHOA;EEF1A1;KARS;COL4A1;NCL;NHP2;SRSF2;BLVRB;SRSF4;RPL26;ALDOA;NAPB;ATP5K;PDXP;CRMP1;CRIP2;UQCRH;HSP90B1;PRDX2;LDHA;HSPH1;SAMM50;RPS2;RPL18;CCT5;CAR2;MDH1;HSPA5;PA2G4;COX6C;COL1A1;HNRNPL;RPS26;PSMC5;GSTA4;HNRNPA2B1;CTNNB1;SFXN1;ACO1;VIM;OCIAD2;RPS21
HDSigDB_Mouse_2021	Top OPC-expressed Genes In Humans And Mice PMID29892006	46/1043	1.447063e-14	1.832947e-12	0	0	4.439225e+00	1.414633e+02	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;ANKRD11;RPLP0;HNRNPU;DBI;PTN;HSP90B1;PRDX2;RPS14;LDHA;HSPH1;YWHAQ;FIP1L1;FTH1;LBR;CCT5;SRRM2;CCT3;MDH1;HSPA5;RPS5;RPL22;IGF2;SOX11;1110004F10RIK;CWC15;PA2G4;RHOA;HNRNPL;SMU1;EEF1A1;NASP;TMEM33;CDK4;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Striatum RNA M22 Module (Darkgreen) PMID26900923	35/613	1.890448e-14	2.244907e-12	0	0	5.638249e+00	1.781651e+02	RPL4;COX7B;RPL32;RPLP0;ATP5K;DBI;RPL8;UQCRH;ANAPC11;MRPL33;RPS15;RPS14;SNRPD2;RPS18;MAGOH;PDLIM4;POLR2J;CCT3;EIF5A;GPX1;D8ERTD738E;MDH1;RPS5;RPL22;SNHG6;1110004F10RIK;CWC15;COX6C;RPS26;PSMC5;SRSF2;RPL29;ALDOA;RPS21;TOMM6
HDSigDB_Mouse_2021	Top Oligodendrocyte-Expressed Genes In Humans And Mice PMID29892006	45/1051	8.434100e-14	9.426347e-12	0	0	4.279857e+00	1.288404e+02	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;RPL32;RPLP0;HNRNPU;DBI;PTN;RPL8;UQCRH;HSP90B1;RPS14;LDHA;HSPH1;YWHAQ;RPS18;FTH1;RPLP2;CCT5;SNX6;SRRM2;CCT3;CCT2;CAR2;MDH1;HSPA5;RPL23;RPS5;1110004F10RIK;DHCR24;CWC15;COX6C;RHOA;EEF1A1;TMEM33;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of 6 Mon HD Q140 Mice Vs Q20 GSE78270	47/1143	9.432273e-14	9.956288e-12	0	0	4.125409e+00	1.237295e+02	RPL4;DOCK6;IFITM1;COX7B;RPL32;RPLP1;ATP5K;CRIP2;RFNG;AUP1;RPL8;1110065P20RIK;CRIP1;CAMKK1;UQCRH;ANAPC11;RPS15;RPS14;RPS18;TMEM88;MDK;FTH1;RPLP2;RPS2;POLR2J;COX8A;EIF5A;CAR2;EGFL7;1110008P14RIK;TPRA1;GPX1;D8ERTD738E;RPL23;RPS5;MIF;CWC15;COX6C;RPS26;EEF1A1;H19;SLC25A39;GSTA4;RPL26;RPS21;TOMM6;SRSF9
HDSigDB_Mouse_2021	Insoluble Brain Proteome Of WT And HD R6/2 Mice PMID29166617	50/1380	1.599963e-12	1.599963e-10	0	0	3.627327e+00	9.852199e+01	RPL4;YWHAE;HSP90AB1;RPL32;HNRNPU;HBA-A2;RPL8;RPS14;RPS18;SNRNP70;LBR;SRRM2;CCT3;EIF5A;CCT2;ANXA2;PARP1;RPS5;TFIP11;WBP11;EEF1A1;KARS;COL4A1;NCL;SRSF2;SRSF4;RPL26;ALDOA;SF3B2;LUZP1;CRMP1;RASIP1;HSP90B1;PRDX2;LDHA;HSPH1;SAMM50;FIP1L1;RPS2;RPL18;HSPA5;1110004F10RIK;PA2G4;COL1A1;HNRNPL;RPS26;PSMC5;HNRNPA2B1;CTNNB1;VIM
HDSigDB_Mouse_2021	NFOL Newly Formed Oligodendrocyte-Enriched Genes PMID30078729	98/4197	2.564692e-12	2.436457e-10	0	0	2.618206e+00	6.987779e+01	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;SNRPD2;TRIM28;RPS18;TMEM88;FTH1;MAGOH;SLC39A6;CPNE3;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;NHP2;SRSF2;SRSF4;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;ANAPC11;HSP90B1;PRDX2;LDHA;HSPH1;BLOC1S1;ZC3H13;SNX6;XBP1;HSPA5;INSR;IGF2;SNHG6;1110004F10RIK;DHCR24;CWC15;PA2G4;RPS26;SMU1;LSM6;NASP;CDK4;SFXN1;ACO1;RPS21;DOCK6;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;YWHAQ;SNRNP70;RPLP2;COX8A;CCT3;EIF5A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;TMEM33;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;PTN;GGA1;HECTD1;UBN2;RPS2;RPL18;POLR2J;CCT5;MDH1;RPL34-PS1;COX6C;PSMC5;SLC25A39;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	Ribosome Gene Module From Human Brain PMID20616000	14/96	9.288991e-12	8.404325e-10	0	0	1.479951e+01	3.759399e+02	RPL4;RPLP1;RPL23;RPLP0;RPL22;RPL8;RPS15;EEF1A1;RPS14;RPLP2;RPS2;RPL29;RPL18;RPS21
HDSigDB_Mouse_2021	The Global Proteome Data Of The Soluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	92/3901	1.090804e-11	9.420576e-10	0	0	2.585540e+00	6.526297e+01	RPL4;YWHAE;SPARC;HSP90AB1;RPL32;PLXND1;RPLP1;RPLP0;HNRNPU;DBI;RPL8;ECSIT;RPS15;RPS14;GJA1;SNRPD2;YWHAQ;TRIM28;RPS18;SNRNP70;FTH1;MAGOH;RNPEP;SLC39A6;RPLP2;SRRM2;CCT3;EIF5A;CCT2;PRMT7;GPX1;ANXA2;RPL23;RPS5;RPL22;MIF;WBP11;RHOA;EEF1A1;LARS2;KARS;TMEM33;DAD1;NCL;SRSF2;BLVRB;SRSF4;BIRC6;RPL26;RPL29;ALDOA;NAPB;LUZP1;ATP5K;PDXP;CRMP1;CRIP2;MTIF2;PTN;CAMKK1;UQCRH;PPM1F;HSP90B1;PRDX2;GGA1;LDHA;HSPH1;SAMM50;HECTD1;RPS2;RPL18;CCT5;SNX6;CAR2;MDH1;HSPA5;PA2G4;COX6C;HNRNPL;RPS26;SMU1;PSMC5;NAGK;GSTA4;NASP;HNRNPA2B1;CTNNB1;SFXN1;ACO1;VIM;OCIAD2;RPS21
HDSigDB_Mouse_2021	Top Neuron-Expressed Genes In Humans And Mice PMID29892006	41/1051	2.407133e-11	1.988501e-09	0	0	3.805490e+00	9.304423e+01	RPL4;YWHAE;NAPB;SF3B2;COX7B;HSP90AB1;TNKS;HNRNPU;PTN;RPL8;UQCRH;HSP90B1;PRDX2;RPS14;LDHA;HSPH1;HECTD1;YWHAQ;FTH1;ZC3H13;CCT5;SRRM2;CCT3;CCT2;MDH1;HSPA5;RPL23;RPS5;1110004F10RIK;COX6C;EEF1A1;PSMC5;GOLGB1;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Top Microglia-Expressed Genes In Humans And Mice PMID29892006	41/1062	3.322587e-11	2.630381e-09	0	0	3.762282e+00	9.077518e+01	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;RPL32;RPLP1;RPLP0;HNRNPU;DBI;RPL8;HSP90B1;RPS14;LDHA;SALL1;HECTD1;YWHAQ;RPS18;FTH1;RPLP2;RPL18;SRRM2;CCT2;ZFHX3;GPX1;MDH1;HSPA5;RPL23;RPS5;RPL22;RHOA;EEF1A1;GOLGB1;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Cerebrospinal Fluid Proteome Of WT And HD R6/2 Mice PMID29166617	36/845	4.121817e-11	3.132581e-09	0	0	4.113479e+00	9.836210e+01	YWHAE;SPARC;HSP90AB1;RPLP1;HNRNPU;DBI;HSP90B1;PRDX2;CDH5;LDHA;HSPH1;YWHAQ;RNPEP;RPLP2;RPL18;CCT5;CCT3;EIF5A;CCT2;CAR2;MDH1;HSPA5;RPS5;IGF2;PCOLCE;MIF;PA2G4;RHOA;COL1A1;HNRNPL;EEF1A1;NCL;HNRNPA2B1;BLVRB;VIM;ALDOA
