,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
2067,WikiPathways_2024_Mouse,Focal Adhesion PI3K Akt mTOR Signaling Pathway WP2841,7/322,0.0297936404023878,0.1558436574894136,0,0,2.448336472065286,8.602133038640218,ATF2;HSP90AB1;PPP2R1A;RHEB;KDR;SLC2A1;THBS3
2068,WikiPathways_2024_Mouse,Mechanisms Associated With Pluripotency WP1763,6/290,0.0520294293651415,0.2267330974780828,0,0,2.3182465579996836,6.852611109625363,MBD3;ATF2;ZMYM2;PARP1;PPP2R1A;NCL
2069,WikiPathways_2024_Mouse,Robo4 And VEGF Signaling Pathways Crosstalk WP3864,1/6,0.0539522115377956,0.2267330974780828,0,0,21.65136612021858,63.214553900081434,KDR
2070,WikiPathways_2024_Mouse,Mir 193A And MVP In Colon Cancer Metastasis WP3979,1/6,0.0539522115377956,0.2267330974780828,0,0,21.65136612021858,63.214553900081434,G3BP1
2071,WikiPathways_2024_Mouse,Mapk Signaling Pathway WP493,4/159,0.0594601792010669,0.2267330974780828,0,0,2.8187813620071687,7.955865079343495,ATF2;HSPA8;HSPA5;NF1
2072,WikiPathways_2024_Mouse,Spinal Cord Injury WP2432,3/99,0.0633518948835819,0.2267330974780828,0,0,3.404696132596685,9.393728435292848,GJA1;VIM;MMP9
2073,WikiPathways_2024_Mouse,IL 3 Signaling Pathway WP373,3/99,0.0633518948835819,0.2267330974780828,0,0,3.404696132596685,9.393728435292848,ATF2;SLC2A1;MMP9
2074,WikiPathways_2024_Mouse,Exercise Induced Circadian Regulation WP544,2/49,0.0747374715273254,0.2467552121196326,0,0,4.62216506897358,11.988850127069878,HSPA8;EIF4G2
2075,WikiPathways_2024_Mouse,EGFR1 Signaling Pathway WP572,4/175,0.0784499640502187,0.2467552121196326,0,0,2.552956465237167,6.498025432030193,EEF1A1;GJA1;KRT18;KRT8
2076,WikiPathways_2024_Mouse,Heme Biosynthesis WP18,1/9,0.0798325686269399,0.2467552121196326,0,0,13.530054644808745,34.20159319434997,ALAS2
2077,WikiPathways_2024_Mouse,Endochondral Ossification WP1270,2/61,0.1084232308076054,0.3175363358974257,0,0,3.679828645930341,8.175522796716626,IGF2;MMP9
2078,WikiPathways_2024_Mouse,Elongation Of Very Long Chain Fatty Acids WP4491,1/14,0.1214109519607804,0.3175363358974257,0,0,8.324085750315259,17.55195237329604,FASN
2079,WikiPathways_2024_Mouse,Iron Homeostasis WP1596,1/14,0.1214109519607804,0.3175363358974257,0,0,8.324085750315259,17.55195237329604,FTH1
2080,WikiPathways_2024_Mouse,Omega 9 Fatty Acid Synthesis WP4351,1/14,0.1214109519607804,0.3175363358974257,0,0,8.324085750315259,17.55195237329604,FASN
2081,WikiPathways_2024_Mouse,Burn Wound Healing WP5056,1/15,0.1294996208078906,0.3261471931457987,0,0,7.729117876658861,15.79891460143726,GJA1
2082,WikiPathways_2024_Mouse,Dravet Syndrome Scn1a A1783V Point Mutation Model WP5298,2/72,0.1420930983408813,0.3450832388278547,0,0,3.0998430141287283,6.0486394014108695,SLC2A1;KDR
2083,WikiPathways_2024_Mouse,Calcium Regulation In Cardiac Cells WP553,3/144,0.1473242406006806,0.3454499434774579,0,0,2.312801222522628,4.429290496204515,GJA1;ANXA6;PKIG
2084,WikiPathways_2024_Mouse,Hypoxia Dependent Proliferation Of Myoblasts WP5024,1/19,0.1611203453534575,0.353425273678552,0,0,6.010321797207043,10.97246575059507,RHEB
2085,WikiPathways_2024_Mouse,Hypertrophy Model WP202,1/19,0.1611203453534575,0.353425273678552,0,0,6.010321797207043,10.97246575059507,DUSP14
2086,WikiPathways_2024_Mouse,BMP Signaling Pathway In Eyelid Development WP3663,1/20,0.1688453657431134,0.3587964022041159,0,0,5.693701466781708,10.127796623203372,SFRP1
2087,WikiPathways_2024_Mouse,Fatty Acid Biosynthesis WP336,1/22,0.1840837874718076,0.3793241681237248,0,0,5.150923757481134,8.717239264525878,FASN
2088,WikiPathways_2024_Mouse,Oxidative Stress Response WP412,1/28,0.2281517768473234,0.434659030110616,0,0,4.005059704513257,5.918453683206121,SOD1
2089,WikiPathways_2024_Mouse,Matrix Metalloproteinases WP441,1/29,0.2352627255072549,0.434659030110616,0,0,3.861826697892272,5.588265624129218,MMP9
2090,WikiPathways_2024_Mouse,Nuclear Receptors In Lipid Metabolism And Toxicity WP431,1/30,0.2423085145700881,0.434659030110616,0,0,3.728471829658941,5.285271048697871,RARG
2091,WikiPathways_2024_Mouse,Inflammatory Response Pathway WP458,1/30,0.2423085145700881,0.434659030110616,0,0,3.728471829658941,5.285271048697871,THBS3
2092,WikiPathways_2024_Mouse,Factors And Pathways Affecting IGF1 Akt Signaling WP3675,1/31,0.2492897378575591,0.434659030110616,0,0,3.604007285974499,5.006468710309246,IGFBP2
2093,WikiPathways_2024_Mouse,TCA Cycle WP434,1/31,0.2492897378575591,0.434659030110616,0,0,3.604007285974499,5.006468710309246,MDH1
2094,WikiPathways_2024_Mouse,P38 Mapk Signaling Pathway WP350,1/33,0.2630608355744455,0.4472034204765574,0,0,3.378415300546448,4.511434303342084,ATF2
2095,WikiPathways_2024_Mouse,Glycogen Metabolism WP317,1/34,0.2698518709264529,0.4475592005609463,0,0,3.275873488988243,4.291008034386342,PPP2R1A
2096,WikiPathways_2024_Mouse,FAS Pathway And Stress Induction Of HSP Regulation WP571,1/36,0.2832477778031334,0.4580715266953224,0,0,3.0883684621389538,3.895770587516568,PARP1
2097,WikiPathways_2024_Mouse,Nuclear Receptors WP509,1/38,0.2963992231557968,0.4580715266953224,0,0,2.9211342490031016,3.552239480205949,RARG
2098,WikiPathways_2024_Mouse,Parkinson 39 S Disease WP3638,1/38,0.2963992231557968,0.4580715266953224,0,0,2.9211342490031016,3.552239480205949,UBE2J1
2099,WikiPathways_2024_Mouse,Notch Signaling Pathway WP29,1/46,0.3466479408898226,0.5194890336467874,0,0,2.400850030358227,2.543569985648092,JAG2
2100,WikiPathways_2024_Mouse,Mecp2 And Associated Rett Syndrome WP2910,1/47,0.3526726264840705,0.5194890336467874,0,0,2.3485388453314324,2.447682544396886,NF1
2101,WikiPathways_2024_Mouse,ID Signaling Pathway WP512,1/50,0.370417160319637,0.5194890336467874,0,0,2.204416192706591,2.189261819239239,KDR
2102,WikiPathways_2024_Mouse,Proteasome Degradation WP519,1/51,0.3762238289104889,0.5194890336467874,0,0,2.160218579234973,2.111767086517132,NEDD4
2103,WikiPathways_2024_Mouse,Cholesterol Metabolism W Bloch And Kandutsch Russell Pathways WP4346,1/52,0.3819772306226378,0.5194890336467874,0,0,2.1177542055073397,2.0381145292771734,FASN
2104,WikiPathways_2024_Mouse,One Carbon Metabolism And Related Pathways WP1770,1/52,0.3819772306226378,0.5194890336467874,0,0,2.1177542055073397,2.0381145292771734,SOD1
2105,WikiPathways_2024_Mouse,Oxidative Phosphorylation WP1248,1/54,0.3933261730034199,0.5244348973378932,0,0,2.0376327456438807,1.9013478283080696,NDUFA5
2106,WikiPathways_2024_Mouse,Lung Fibrosis WP3632,1/60,0.4261442399641206,0.54272471854708,0,0,1.8298601463369455,1.5608293473453425,MMP9
2107,WikiPathways_2024_Mouse,G1 To S Cell Cycle Control WP413,1/60,0.4261442399641206,0.54272471854708,0,0,1.8298601463369455,1.5608293473453425,POLE
2108,WikiPathways_2024_Mouse,Insulin Signaling WP65,2/159,0.4309872764932694,0.54272471854708,0,0,1.37600615944565,1.1581523375128735,RHEB;SLC2A1
2109,WikiPathways_2024_Mouse,Alpha 6 Beta 4 Integrin Signaling Pathway WP488,1/66,0.4571961337096228,0.5522633387235546,0,0,1.660445565363598,1.2995357724189636,VIM
2110,WikiPathways_2024_Mouse,P53 Signaling WP2902,1/67,0.4622064527564519,0.5522633387235546,0,0,1.6352045040569632,1.261958643855337,CHEK2
2111,WikiPathways_2024_Mouse,IL 5 Signaling Pathway WP151,1/68,0.467170773204654,0.5522633387235546,0,0,1.610716907266944,1.2258528646487257,ATF2
2112,WikiPathways_2024_Mouse,Purine Metabolism WP2185,2/172,0.4710481418524436,0.5522633387235546,0,0,1.2699418228829993,0.9560058268573228,GUK1;POLE
2113,WikiPathways_2024_Mouse,Focal Adhesion WP85,2/185,0.509385245529943,0.5829578800632498,0,0,1.1789467363237855,0.795259324162921,ACTB;THBS3
2114,WikiPathways_2024_Mouse,Apoptosis WP1254,1/78,0.5143746000558086,0.5829578800632498,0,0,1.4008232204953517,0.931272158973832,IGF2
2115,WikiPathways_2024_Mouse,Delta Notch Signaling Pathway WP265,1/82,0.5320698267865255,0.5931270200243234,0,0,1.331376914254874,0.840072930817604,JAG2
2116,WikiPathways_2024_Mouse,Oxidative Stress And Redox Pathway WP4466,1/92,0.5735521119626749,0.6281032297999801,0,0,1.1844712664384796,0.6584552523838362,SOD1
2117,WikiPathways_2024_Mouse,Amino Acid Metabolism WP662,1/95,0.5852680643200026,0.6281032297999801,0,0,1.1464945936519009,0.6141603084872616,MDH1
2118,WikiPathways_2024_Mouse,Wnt Signaling Pathway And Pluripotency WP723,1/97,0.5929002813243909,0.6281032297999801,0,0,1.122495446265938,0.5867609824991312,PPP2R1A
2119,WikiPathways_2024_Mouse,IL 6 Signaling Pathway WP387,1/99,0.6003927931911575,0.6281032297999801,0,0,1.099475855916137,0.5609208976976439,PPP2R1A
2120,WikiPathways_2024_Mouse,Wnt Signaling Pathway WP539,1/108,0.6324473727009546,0.6516124446009836,0,0,1.006536949083295,0.4611532243219391,SFRP1
2121,WikiPathways_2024_Mouse,Metapathway Biotransformation WP1251,1/140,0.7270581164100737,0.737909730087836,0,0,0.7735582026182333,0.2465707987883467,NAA50
2122,WikiPathways_2024_Mouse,Regulation Of Actin Cytoskeleton WP523,1/150,0.7513222644344801,0.7513222644344801,0,0,0.7212748010415521,0.2062273278457091,ACTB
