,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1963,Mouse_Gene_Atlas,thymocyte SP CD4+,2/203,0.4545995476394275,0.999995709584763,0,0,1.3120972319610005,1.0343765834660394,CCND3;CSNK2A1
1964,Mouse_Gene_Atlas,microglia,1/90,0.4952059259899494,0.999995709584763,0,0,1.4801498127340824,1.0402220400475235,PRDX1
1965,Mouse_Gene_Atlas,thymocyte SP CD8+,1/103,0.542786060199661,0.999995709584763,0,0,1.290653594771242,0.7886410146682832,WDR89
1966,Mouse_Gene_Atlas,mammary gland  lact,1/104,0.5462558858517969,0.999995709584763,0,0,1.2780582524271844,0.7728006175973299,CRABP2
1967,Mouse_Gene_Atlas,B-cells GL7negative Alum,3/379,0.5477483733746957,0.999995709584763,0,0,1.0497951408855664,0.6319129209222649,RPS9;COG4;CNNM3
1968,Mouse_Gene_Atlas,stomach,2/249,0.5630558822190597,0.999995709584763,0,0,1.0652392468005325,0.6118482814046994,TMEM54;KRT8
1969,Mouse_Gene_Atlas,pancreas,5/667,0.5695118718673918,0.999995709584763,0,0,0.9925816330753632,0.55879929024584,SEP15;CBS;WDR18;SLC41A1;CNNM3
1970,Mouse_Gene_Atlas,dorsal root ganglia,4/541,0.5864923278576234,0.999995709584763,0,0,0.9785783959766402,0.5221652165788365,FAM189B;VPS41;PMP22;TRIM67
1971,Mouse_Gene_Atlas,granulo mono progenitor,1/124,0.6104109155577965,0.999995709584763,0,0,1.069159891598916,0.527761823939774,CDC25A
1972,Mouse_Gene_Atlas,iris,1/133,0.6362583152507988,0.999995709584763,0,0,0.9958080808080808,0.4502552630923108,IGF2BP1
1973,Mouse_Gene_Atlas,uterus,1/141,0.6577995105052321,0.999995709584763,0,0,0.9385238095238096,0.3931054741108339,ARMC10
1974,Mouse_Gene_Atlas,B-cells GL7 positive Alum,1/142,0.6604014577730434,0.999995709584763,0,0,0.9318203309692672,0.3866191130782597,SLC25A19
1975,Mouse_Gene_Atlas,MEF,2/300,0.6643616518518638,0.999995709584763,0,0,0.8806360073870546,0.3601172684328781,CNN2;RPS20
1976,Mouse_Gene_Atlas,retinal pigment epithelium,3/473,0.6965418853956514,0.999995709584763,0,0,0.835782058654399,0.3022416515553088,ARL6IP1;ALS2CR4;ZWINT
1977,Mouse_Gene_Atlas,T-cells CD8+,1/166,0.7172776559642419,0.999995709584763,0,0,0.7953131313131313,0.2642764030060336,WDR89
1978,Mouse_Gene_Atlas,C2C12,1/167,0.719430063824218,0.999995709584763,0,0,0.7904819277108434,0.260302504028692,EEF1D
1979,Mouse_Gene_Atlas,mast cells,3/515,0.7499661681535147,0.999995709584763,0,0,0.7655590160472973,0.2202721387996904,TNFAIP8;DOCK8;FURIN
1980,Mouse_Gene_Atlas,macrophage bone marrow 2hr LPS,2/365,0.7652618520348933,0.999995709584763,0,0,0.7205428291456357,0.1927720207039528,PEG3;TMPO
1981,Mouse_Gene_Atlas,adipose white,1/199,0.7803432990325966,0.999995709584763,0,0,0.6616498316498316,0.1641032706850059,HOXD4
1982,Mouse_Gene_Atlas,RAW 264 7,1/222,0.8158221923693281,0.999995709584763,0,0,0.5920965309200603,0.1205264884909585,AHNAK
1983,Mouse_Gene_Atlas,macrophage peri LPS thio 1hrs,3/598,0.8333754996273925,0.999995709584763,0,0,0.6559391324097207,0.1195586543958826,AHNAK;MAN2B1;PRRT4
1984,Mouse_Gene_Atlas,Baf3,2/440,0.8481809234444523,0.999995709584763,0,0,0.5948637798412553,0.0979510509426754,SEP15;TRAPPC6A
1985,Mouse_Gene_Atlas,mast cells IgE+antigen 1hr,1/265,0.8675772062954453,0.999995709584763,0,0,0.494570707070707,0.0702541510001118,TNFAIP8
1986,Mouse_Gene_Atlas,intestine small,2/466,0.8700909086741769,0.999995709584763,0,0,0.5607787549178431,0.0780366144854196,TMEM54;KRT8
1987,Mouse_Gene_Atlas,salivary gland,2/480,0.880656082272178,0.999995709584763,0,0,0.5439611356041673,0.0691309878810988,1190002H23RIK;ACTB
1988,Mouse_Gene_Atlas,amygdala,1/308,0.90485734295191,0.999995709584763,0,0,0.4243648208469055,0.0424271374884964,VPS41
1989,Mouse_Gene_Atlas,macrophage bone marrow 24h LPS,2/551,0.9230591814845476,0.999995709584763,0,0,0.4718768719208812,0.0377793721052643,AHNAK;PRDX1
1990,Mouse_Gene_Atlas,cerebral cortex prefrontal,1/344,0.9279023478148098,0.999995709584763,0,0,0.3791253644314868,0.028369488631794,BC068157
1991,Mouse_Gene_Atlas,spinal cord,1/353,0.932737478899834,0.999995709584763,0,0,0.3692613636363636,0.0257122192541991,FLYWCH1
1992,Mouse_Gene_Atlas,min6,1/361,0.9367641502436682,0.999995709584763,0,0,0.3609074074074074,0.0235758201097651,PEG3
1993,Mouse_Gene_Atlas,epidermis,1/373,0.9423594332415736,0.999995709584763,0,0,0.3490501792114695,0.0207225901831729,AHNAK
1994,Mouse_Gene_Atlas,intestine large,1/374,0.9428028738075788,0.999995709584763,0,0,0.3480965147453083,0.0205022093285295,KRT8
1995,Mouse_Gene_Atlas,mast cells IgE,2/598,0.942875013724444,0.999995709584763,0,0,0.4336065942975541,0.0255054103418146,CSNK2A1;TWISTNB
1996,Mouse_Gene_Atlas,B-cells marginal zone,1/380,0.9453932381227326,0.999995709584763,0,0,0.3424802110817942,0.0192317409854175,SPECC1L
1997,Mouse_Gene_Atlas,nucleus accumbens,1/383,0.9466443727216646,0.999995709584763,0,0,0.3397382198952879,0.0186284536119613,DLK1
1998,Mouse_Gene_Atlas,eyecup,3/828,0.9522415692225554,0.999995709584763,0,0,0.4674201474201474,0.0228739187563218,SPARC;FKBP9;ZWINT
1999,Mouse_Gene_Atlas,cerebellum,1/428,0.9623293538798328,0.999995709584763,0,0,0.303231850117096,0.0116436552344472,CNNM3
2000,Mouse_Gene_Atlas,retina,2/664,0.962711697092844,0.999995709584763,0,0,0.3890387071919544,0.0147839735008131,BTF3L4;RAPGEF5
2001,Mouse_Gene_Atlas,dorsal striatum,1/477,0.9742370995252742,0.999995709584763,0,0,0.2713305322128851,0.0070818832565994,TLE4
2002,Mouse_Gene_Atlas,macrophage bone marrow 6hr LPS,2/730,0.9758694378626176,0.999995709584763,0,0,0.3525518106055019,0.0086115977056196,EEF1D;PRRT4
2003,Mouse_Gene_Atlas,lens,3/947,0.97631926507907,0.999995709584763,0,0,0.4059422240036647,0.0097286612230657,COG4;BTF3L4;PRRT4
2004,Mouse_Gene_Atlas,kidney,1/554,0.985846348880234,0.999995709584763,0,0,0.2326220614828209,0.0033159738208439,ARL6IP1
2005,Mouse_Gene_Atlas,follicular B-cells,1/603,0.9903437259666732,0.999995709584763,0,0,0.2131450719822812,0.0020681888716838,ABI3
2006,Mouse_Gene_Atlas,liver,2/928,0.9937333652416636,0.999995709584763,0,0,0.2742980561555075,0.0017243342801536,ARG1;CBS
2007,Mouse_Gene_Atlas,NK cells,1/669,0.9942389346774728,0.999995709584763,0,0,0.1914271457085828,0.0011060132661496,TWISTNB
2008,Mouse_Gene_Atlas,lacrimal gland,1/749,0.996926264080151,0.999995709584763,0,0,0.1702406417112299,0.0005240806314319131,FURIN
2009,Mouse_Gene_Atlas,testis,4/3059,0.999995709584763,0.999995709584763,0,0,0.1495841544473763,6.417795122021522e-07,TRAPPC6A;ZNHIT3;EEF1D;SLC2A3
