,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1923,KEGG_2019_Mouse,Amyotrophic lateral sclerosis (ALS),1/52,0.3819772306226378,0.6266143333809564,0,0,2.1177542055073397,2.0381145292771734,SOD1
1924,KEGG_2019_Mouse,VEGF signaling pathway,1/58,0.4154059457561876,0.6738807564489266,0,0,1.8942575016776917,1.6641034238533146,KDR
1925,KEGG_2019_Mouse,Human papillomavirus infection,4/360,0.4232345939966214,0.6790357222363377,0,0,1.2147315855181025,1.0444610289218723,DLG3;PPP2R1A;RHEB;THBS3
1926,KEGG_2019_Mouse,Long-term depression,1/61,0.4314395885847253,0.6824264278538111,0,0,1.799271402550091,1.5125175275139096,PPP2R1A
1927,KEGG_2019_Mouse,Basal cell carcinoma,1/63,0.4418849273110078,0.6824264278538111,0,0,1.7410541159880133,1.4219289532919572,SUFU
1928,KEGG_2019_Mouse,Central carbon metabolism in cancer,1/64,0.4470358007222288,0.6824264278538111,0,0,1.7133315985775002,1.3794317052789418,SLC2A1
1929,KEGG_2019_Mouse,RNA transport,2/167,0.4558354353894132,0.6824264278538111,0,0,1.3087579087579089,1.028190866726452,EEF1A1;EIF4G2
1930,KEGG_2019_Mouse,Glycolysis / Gluconeogenesis,1/67,0.4622064527564519,0.6824264278538111,0,0,1.6352045040569632,1.261958643855337,ALDOA
1931,KEGG_2019_Mouse,Amphetamine addiction,1/68,0.467170773204654,0.6824264278538111,0,0,1.610716907266944,1.2258528646487257,ATF2
1932,KEGG_2019_Mouse,RIG-I-like receptor signaling pathway,1/68,0.467170773204654,0.6824264278538111,0,0,1.610716907266944,1.2258528646487257,DDX3X
1933,KEGG_2019_Mouse,Renal cell carcinoma,1/68,0.467170773204654,0.6824264278538111,0,0,1.610716907266944,1.2258528646487257,SLC2A1
1934,KEGG_2019_Mouse,Hepatocellular carcinoma,2/171,0.4680257718715773,0.6824264278538111,0,0,1.2775212952727746,0.9699349413527109,IGF2;ACTB
1935,KEGG_2019_Mouse,Cortisol synthesis and secretion,1/69,0.4720895151591433,0.6824264278538111,0,0,1.5869495339119255,1.1911431512268422,ATF2
1936,KEGG_2019_Mouse,Adipocytokine signaling pathway,1/71,0.4817919244277863,0.6829283588976388,0,0,1.5414519906323183,1.1256344492247077,SLC2A1
1937,KEGG_2019_Mouse,p53 signaling pathway,1/71,0.4817919244277863,0.6829283588976388,0,0,1.5414519906323183,1.1256344492247077,CHEK2
1938,KEGG_2019_Mouse,Adherens junction,1/72,0.4865764128988757,0.6830784258003447,0,0,1.5196644346956054,1.0947074828360768,ACTB
1939,KEGG_2019_Mouse,Bacterial invasion of epithelial cells,1/74,0.4960139822920455,0.689695632520368,0,0,1.4778800808443746,1.0362173367929488,ACTB
1940,KEGG_2019_Mouse,Cellular senescence,2/185,0.509385245529943,0.7016060928997327,0,0,1.1789467363237855,0.795259324162921,RHEB;CHEK2
1941,KEGG_2019_Mouse,Salmonella infection,1/78,0.5143746000558086,0.7018569309172715,0,0,1.4008232204953517,0.931272158973832,ACTB
1942,KEGG_2019_Mouse,ECM-receptor interaction,1/83,0.5363924962369513,0.724207481262516,0,0,1.3150739704118353,0.819145263944331,THBS3
1943,KEGG_2019_Mouse,Peroxisome,1/84,0.5406754483398236,0.724207481262516,0,0,1.2991638685891105,0.798902750660513,SOD1
1944,KEGG_2019_Mouse,Th1 and Th2 cell differentiation,1/87,0.5532896140767909,0.7328358445582491,0,0,1.2536535773287585,0.7420045814894713,JAG2
1945,KEGG_2019_Mouse,Taste transduction,1/88,0.5574172937111425,0.7328358445582491,0,0,1.2391809559701024,0.7242283290130295,KCNK5
1946,KEGG_2019_Mouse,Protein digestion and absorption,1/90,0.5655591941968158,0.7328358445582491,0,0,1.2112113955915762,0.6903182019703548,KCNK5
1947,KEGG_2019_Mouse,TGF-beta signaling pathway,1/91,0.5695741052485557,0.7328358445582491,0,0,1.197692774741955,0.6741409979190818,PPP2R1A
1948,KEGG_2019_Mouse,Rap1 signaling pathway,2/209,0.5752486000045518,0.7328358445582491,0,0,1.040983171417954,0.5756147507067563,KDR;ACTB
1949,KEGG_2019_Mouse,Glycerophospholipid metabolism,1/97,0.5929002813243909,0.7328358445582491,0,0,1.122495446265938,0.5867609824991312,LPCAT4
1950,KEGG_2019_Mouse,Regulation of actin cytoskeleton,2/217,0.5957332839533256,0.7328358445582491,0,0,1.0018400204446716,0.518915283303224,MYL7;ACTB
1951,KEGG_2019_Mouse,Choline metabolism in cancer,1/99,0.6003927931911575,0.7328358445582491,0,0,1.099475855916137,0.5609208976976439,RHEB
1952,KEGG_2019_Mouse,Aldosterone synthesis and secretion,1/102,0.6113751651479657,0.7328358445582491,0,0,1.06665584591246,0.524842131704498,ATF2
1953,KEGG_2019_Mouse,Th17 cell differentiation,1/102,0.6113751651479657,0.7328358445582491,0,0,1.06665584591246,0.524842131704498,HSP90AB1
1954,KEGG_2019_Mouse,NF-kappa B signaling pathway,1/102,0.6113751651479657,0.7328358445582491,0,0,1.06665584591246,0.524842131704498,PARP1
1955,KEGG_2019_Mouse,Chagas disease (American trypanosomiasis),1/103,0.6149688294964434,0.7328358445582491,0,0,1.0561448623165113,0.5134804128897059,PPP2R1A
1956,KEGG_2019_Mouse,Pancreatic secretion,1/105,0.6220573035859698,0.7328358445582491,0,0,1.03572929802438,0.4916845843151075,CAR2
1957,KEGG_2019_Mouse,Viral carcinogenesis,2/229,0.6250663560960068,0.7328358445582491,0,0,0.9482983976376048,0.4456030132346024,ATF2;DDX3X
1958,KEGG_2019_Mouse,Epstein-Barr virus infection,2/229,0.6250663560960068,0.7328358445582491,0,0,0.9482983976376048,0.4456030132346024,NEDD4;VIM
1959,KEGG_2019_Mouse,"Parathyroid hormone synthesis, secretion and action",1/107,0.6290159737090143,0.7328358445582491,0,0,1.016084132384782,0.4710552088936091,ATF2
1960,KEGG_2019_Mouse,Toxoplasmosis,1/108,0.6324473727009546,0.7328358445582491,0,0,1.006536949083295,0.4611532243219391,HSPA8
1961,KEGG_2019_Mouse,Insulin resistance,1/110,0.6392157561022669,0.73484645977111,0,0,0.9879681155060912,0.4421288075575649,SLC2A1
1962,KEGG_2019_Mouse,Human cytomegalovirus infection,2/255,0.6829439925610972,0.7706319489411829,0,0,0.8497155018894149,0.3240325699490118,ATF2;RHEB
1963,KEGG_2019_Mouse,Sphingolipid signaling pathway,1/124,0.6832468359295297,0.7706319489411829,0,0,0.8748944866497845,0.3332465095208377,PPP2R1A
1964,KEGG_2019_Mouse,Platelet activation,1/125,0.6861791326188615,0.7706319489411829,0,0,0.8677948175568482,0.3268258981733035,ACTB
1965,KEGG_2019_Mouse,Purine metabolism,1/136,0.7167057386581904,0.7987712812526397,0,0,0.7966403562031977,0.2653528796517697,GUK1
1966,KEGG_2019_Mouse,MicroRNAs in cancer,2/281,0.7333458188692965,0.8008669782278249,0,0,0.7695064791838986,0.2386531255819425,VIM;MMP9
1967,KEGG_2019_Mouse,Measles,1/144,0.7370341673765874,0.8008669782278249,0,0,0.7517673583247354,0.2293800290314786,HSPA8
1968,KEGG_2019_Mouse,Breast cancer,1/147,0.7442774458139486,0.8008669782278249,0,0,0.7362077999850288,0.2174326442694481,JAG2
1969,KEGG_2019_Mouse,Phospholipase D signaling pathway,1/149,0.7489957056813884,0.8008669782278249,0,0,0.7261852015950376,0.2098835203105629,RHEB
1970,KEGG_2019_Mouse,Retrograde endocannabinoid signaling,1/150,0.7513222644344801,0.8008669782278249,0,0,0.7212748010415521,0.2062273278457091,NDUFA5
1971,KEGG_2019_Mouse,mTOR signaling pathway,1/154,0.7604159677209761,0.8008669782278249,0,0,0.702275081252902,0.192345889889327,RHEB
1972,KEGG_2019_Mouse,Oxytocin signaling pathway,1/154,0.7604159677209761,0.8008669782278249,0,0,0.702275081252902,0.192345889889327,ACTB
1973,KEGG_2019_Mouse,Cushing syndrome,1/159,0.771319319047896,0.8008669782278249,0,0,0.6798782596665975,0.1765323134783559,ATF2
1974,KEGG_2019_Mouse,Wnt signaling pathway,1/160,0.7734400269186529,0.8008669782278249,0,0,0.6755679279650824,0.1735582287506911,SFRP1
1975,KEGG_2019_Mouse,Hepatitis C,1/160,0.7734400269186529,0.8008669782278249,0,0,0.6755679279650824,0.1735582287506911,PPP2R1A
1976,KEGG_2019_Mouse,Cell adhesion molecules (CAMs),1/170,0.7936003254944096,0.8141418758431107,0,0,0.635270152294112,0.1468587762087056,CDH5
1977,KEGG_2019_Mouse,cGMP-PKG signaling pathway,1/172,0.7974129331888001,0.8141418758431107,0,0,0.6277761799763525,0.142117619515441,ATF2
1978,KEGG_2019_Mouse,Transcriptional misregulation in cancer,1/183,0.817163891659021,0.8285133901542852,0,0,0.5895033927820813,0.119029932702362,MMP9
1979,KEGG_2019_Mouse,NOD-like receptor signaling pathway,1/205,0.8511022768544273,0.8569719477292854,0,0,0.5253401907210972,0.0846969075486339,HSP90AB1
1980,KEGG_2019_Mouse,Herpes simplex virus 1 infection,1/433,0.9825074081678272,0.9825074081678272,0,0,0.2451932807124064,0.0043270227121753,RHEB
