Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	COP Committed Oligodendrocyte Precursor Cell-Enriched Genes PMID30078729	2.982078e-22	5.150862e-20	0	0	3.975687e+00	1.970519e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;TRIM28;SNRPD2;RPS18;TMEM88;FTH1;MAGOH;SLC39A6;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;SRSF2;NHP2;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;HSP90B1;ANAPC11;PRDX2;LDHA;HSPH1;BLOC1S1;SERF1;TNRC18;ZC3H13;SNX6;XBP1;HSPA5;INSR;IGF2;SNHG6;DHCR24;1110004F10RIK;PA2G4;CWC15;RPS26;SMU1;LSM6;NASP;CDK4;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;TTC28;YWHAQ;SNRNP70;RPLP2;EIF5A;CCT3;COX8A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;TMEM33;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;PTN;HECTD1;UBN2;RPS2;RPL18;POLR2J;CCT5;MDH1;COX6C;RPL34-PS1;PSMC5;SBK1;SMOC1;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	NP3 Neural Progenitor Cell-Enriched Genes PMID30078729	5.467454e-22	7.990894e-20	0	0	3.917657e+00	1.918009e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;GJA1;TRIM28;SNRPD2;RPS18;FTH1;MAGOH;SLC39A6;CPNE3;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;SRSF2;SRSF4;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;HSP90B1;ANAPC11;PRDX2;LDHA;BLOC1S1;SERF1;TNRC18;ZC3H13;SNX6;XBP1;ZFHX3;HSPA5;INSR;IGF2;1110004F10RIK;PA2G4;CWC15;RPS26;COL1A1;NASP;CDK4;GOLGB1;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;TTC28;YWHAQ;MDK;SNRNP70;RPLP2;EIF5A;CCT3;COX8A;CCT2;PARP1;RHOA;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;CRMP1;CRIP2;PTN;GGA1;HECTD1;UBN2;RPS2;RPL18;A930013F10RIK;MEST;CCT5;MDH1;COX6C;RPL34-PS1;PSMC5;SBK1;HNRNPA2B1;CTNNB1;VIM
HDSigDB_Mouse_2021	OPC1b Oligodendrocyte Precursor Cell-Enriched Genes PMID30078729	5.467454e-22	7.990894e-20	0	0	3.917657e+00	1.918009e+02	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;GJA1;TRIM28;SNRPD2;RPS18;FTH1;MAGOH;SLC39A6;SRRM2;RPS5;TMOD3;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;COL4A1;SRSF2;NHP2;SRSF4;MALAT1;SRSF9;ANKRD11;ATP5K;UQCRH;HSP90B1;ANAPC11;PRDX2;LDHA;HSPH1;MIER3;TNRC18;ZC3H13;SNX6;HSPA5;INSR;IGF2;SNHG6;1110004F10RIK;PA2G4;CWC15;RPS26;COL1A1;LSM6;NASP;CDK4;GOLGB1;SFXN1;ACO1;RPS21;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;YWHAQ;SNRNP70;GLIPR2;RPLP2;EIF5A;CCT3;COX8A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;PLSCR3;TMEM33;DAD1;BIRC6;ALDOA;SF3B2;LUZP1;CRIP2;PTN;GGA1;UBN2;RPL18;POLR2J;CCT5;MDH1;COX6C;RPL34-PS1;NAGK;GSTA4;SMOC1;DLC1;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	The Global Proteome Data Of The Insoluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	2.335112e-18	3.169081e-16	0	0	4.082672e+00	1.657502e+02	RPL4;YWHAE;HSP90AB1;RPL32;RPLP1;RPLP0;HNRNPU;DBI;RPL8;RPS15;RPS14;GJA1;TRIM28;SNRPD2;YWHAQ;RPS18;SNRNP70;GLIPR2;FTH1;RNPEP;RPLP2;EIF5A;SRRM2;CCT3;CCT2;RPL23;RPL22;MIF;RHOA;EEF1A1;KARS;COL4A1;NCL;SRSF2;NHP2;BLVRB;SRSF4;RPL26;ALDOA;NAPB;ATP5K;PDXP;CRMP1;CRIP2;UQCRH;HSP90B1;PRDX2;LDHA;HSPH1;SAMM50;RPS2;RPL18;CCT5;CAR2;HSPA5;MDH1;PA2G4;COX6C;RPS26;COL1A1;HNRNPL;PSMC5;GSTA4;HNRNPA2B1;CTNNB1;SFXN1;ACO1;VIM;OCIAD2;RPS21
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of 6 Mon HD Q140 Mice Vs Q20 GSE78270	2.954679e-15	3.742593e-13	0	0	4.585250e+00	1.534013e+02	RPL4;DOCK6;COX7B;IFITM1;RPL32;RPLP1;ATP5K;CRIP2;AUP1;RFNG;RPL8;1110065P20RIK;CRIP1;UQCRH;CAMKK1;ANAPC11;RPS15;RPS14;MDK;RPS18;TMEM88;FTH1;RPLP2;RPS2;POLR2J;EIF5A;COX8A;CAR2;EGFL7;GPX1;1110008P14RIK;TPRA1;D8ERTD738E;RPS5;RPL23;CWC15;MIF;COX6C;RPS26;EEF1A1;H19;SLC25A39;GSTA4;RPL26;RPS21;SRSF9;TOMM6
HDSigDB_Mouse_2021	Top OPC-expressed Genes In Humans And Mice PMID29892006	3.502535e-15	4.159261e-13	0	0	4.644389e+00	1.545898e+02	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;ANKRD11;RPLP0;HNRNPU;DBI;PTN;HSP90B1;RPS14;PRDX2;LDHA;HSPH1;FIP1L1;YWHAQ;FTH1;LBR;CCT5;SRRM2;CCT3;HSPA5;MDH1;RPS5;RPL22;IGF2;SOX11;1110004F10RIK;PA2G4;CWC15;RHOA;EEF1A1;SMU1;HNRNPL;NASP;CDK4;TMEM33;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Striatum RNA M22 Module (Darkgreen) PMID26900923	1.094583e-14	1.223358e-12	0	0	5.773610e+00	1.855974e+02	RPL4;COX7B;RPL32;RPLP0;ATP5K;DBI;RPL8;UQCRH;MRPL33;ANAPC11;RPS15;RPS14;SNRPD2;RPS18;MAGOH;POLR2J;PDLIM4;EIF5A;CCT3;GPX1;D8ERTD738E;MDH1;RPS5;RPL22;SNHG6;1110004F10RIK;CWC15;COX6C;RPS26;PSMC5;SRSF2;RPL29;ALDOA;RPS21;TOMM6
HDSigDB_Mouse_2021	Top Oligodendrocyte-Expressed Genes In Humans And Mice PMID29892006	2.441501e-14	2.577140e-12	0	0	4.458630e+00	1.397494e+02	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;RPL32;RPLP0;HNRNPU;DBI;PTN;RPL8;UQCRH;HSP90B1;RPS14;LDHA;HSPH1;YWHAQ;RPS18;FTH1;RPLP2;CCT5;SNX6;SRRM2;CCT3;CAR2;CCT2;HSPA5;MDH1;RPS5;RPL23;DHCR24;1110004F10RIK;CWC15;COX6C;RHOA;EEF1A1;TMEM33;NCL;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Insoluble Brain Proteome Of WT And HD R6/2 Mice PMID29166617	1.125676e-13	1.125676e-11	0	0	3.931545e+00	1.172199e+02	RPL4;YWHAE;HSP90AB1;RPL32;HNRNPU;HBA-A2;RPL8;RPS14;RPS18;SNRNP70;LBR;EIF5A;SRRM2;CCT3;CCT2;ANXA2;PARP1;RPS5;TFIP11;WBP11;EEF1A1;KARS;COL4A1;NCL;SRSF2;SRSF4;RPL26;ALDOA;SF3B2;LUZP1;CRMP1;RASIP1;HSP90B1;PRDX2;LDHA;HSPH1;SAMM50;FIP1L1;RPS2;RPL18;HSPA5;1110004F10RIK;PA2G4;RPS26;COL1A1;HNRNPL;PSMC5;HNRNPA2B1;CTNNB1;VIM
HDSigDB_Mouse_2021	NFOL Newly Formed Oligodendrocyte-Enriched Genes PMID30078729	2.208694e-13	2.098260e-11	0	0	2.756364e+00	8.032378e+01	RPL4;SPARC;RPL32;HNRNPU;RPL8;RPS15;RPS14;TRIM28;SNRPD2;RPS18;TMEM88;FTH1;MAGOH;SLC39A6;CPNE3;SRRM2;RPS5;RPL22;SOX11;WBP11;EEF1A1;LARS2;KARS;SRSF2;NHP2;SRSF4;MALAT1;SRSF9;ANKRD11;CTR9;ATP5K;UQCRH;HSP90B1;ANAPC11;PRDX2;LDHA;HSPH1;BLOC1S1;ZC3H13;SNX6;XBP1;HSPA5;INSR;IGF2;SNHG6;DHCR24;1110004F10RIK;PA2G4;CWC15;RPS26;SMU1;LSM6;NASP;CDK4;SFXN1;ACO1;RPS21;DOCK6;YWHAE;COX7B;HSP90AB1;RPLP1;RPLP0;DBI;MRPL33;YWHAQ;SNRNP70;RPLP2;EIF5A;CCT3;COX8A;CCT2;GPX1;D8ERTD738E;PARP1;RHOA;TMEM33;DAD1;BIRC6;ALDOA;1110038B12RIK;SF3B2;RNASEK;PTN;GGA1;HECTD1;UBN2;RPS2;RPL18;POLR2J;CCT5;MDH1;COX6C;RPL34-PS1;PSMC5;SLC25A39;HNRNPA2B1;CTNNB1
HDSigDB_Mouse_2021	Ribosome Gene Module From Human Brain PMID20616000	1.041031e-12	9.349767e-11	0	0	1.803912e+01	4.977141e+02	RPL4;RPLP1;RPL23;RPLP0;RPL22;RPL8;RPS15;EEF1A1;RPS14;RPLP2;RPS2;RPL29;RPL18;RPS21
HDSigDB_Mouse_2021	Down-regulated Genes In Gonadal Adipose Tissue Of 6 Mon HD Q175 Mice Vs WT GSE76752	1.082605e-12	9.349767e-11	0	0	2.893953e+00	7.973317e+01	RPL4;YWHAE;COX7B;RPL32;RPLP1;RPLP0;DBI;AUP1;RPL8;ECSIT;1110065P20RIK;RPS15;RPS14;SNRPD2;YWHAQ;RPS18;TMEM88;FTH1;MAGOH;RNPEP;RPLP2;EIF5A;CCT3;COX8A;CCT2;1110008P14RIK;RFC4;D8ERTD738E;RPS5;RPL23;PUS1;RPL22;RHOA;EEF1A1;LARS2;KARS;DAD1;NHP2;BLVRB;RPL26;RPL29;ALDOA;SRSF9;1110038B12RIK;RNASEK;ATP5K;FBXO45;UQCRH;ANAPC11;PRDX2;LDHA;SAMM50;BLOC1S1;SERF1;RPS2;RPL18;POLR2J;CCT5;MDH1;SNHG6;1110004F10RIK;PA2G4;CWC15;COX6C;RPL34-PS1;RPS26;SMU1;HNRNPL;PSMC5;SLC25A39;NAGK;GSTA4;CDK4;SFXN1;ACO1;CYTB;RPS21;TOMM6
HDSigDB_Mouse_2021	Cerebrospinal Fluid Proteome Of WT And HD R6/2 Mice PMID29166617	2.625694e-12	2.169052e-10	0	0	4.583167e+00	1.222133e+02	YWHAE;SPARC;HSP90AB1;RPLP1;HNRNPU;DBI;HSP90B1;CDH5;PRDX2;LDHA;HSPH1;YWHAQ;RNPEP;RPLP2;RPL18;CCT5;EIF5A;CCT3;CAR2;CCT2;HSPA5;MDH1;RPS5;IGF2;PCOLCE;PA2G4;MIF;RHOA;EEF1A1;COL1A1;HNRNPL;NCL;HNRNPA2B1;BLVRB;VIM;ALDOA
HDSigDB_Mouse_2021	Top Microglia-Expressed Genes In Humans And Mice PMID29892006	2.978960e-12	2.358343e-10	0	0	4.102985e+00	1.088910e+02	RPL4;YWHAE;SF3B2;SPARC;HSP90AB1;RPL32;RPLP1;RPLP0;HNRNPU;DBI;RPL8;HSP90B1;RPS14;LDHA;HECTD1;SALL1;YWHAQ;RPS18;FTH1;RPLP2;RPL18;SRRM2;CCT2;ZFHX3;GPX1;HSPA5;MDH1;RPS5;RPL23;RPL22;RHOA;EEF1A1;NCL;GOLGB1;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
HDSigDB_Mouse_2021	Top Neuron-Expressed Genes In Humans And Mice PMID29892006	5.529126e-12	3.959596e-10	0	0	4.015904e+00	1.040962e+02	RPL4;YWHAE;NAPB;COX7B;SF3B2;HSP90AB1;TNKS;HNRNPU;PTN;RPL8;UQCRH;HSP90B1;RPS14;PRDX2;LDHA;HECTD1;HSPH1;YWHAQ;FTH1;ZC3H13;CCT5;SRRM2;CCT3;CCT2;HSPA5;MDH1;RPS5;RPL23;1110004F10RIK;COX6C;EEF1A1;PSMC5;NCL;GOLGB1;HNRNPA2B1;SRSF2;CTNNB1;MALAT1;BIRC6;CYTB;ALDOA
